15.9,1009.8,79
12.5,1015.7,61
20.9,1006.4,95
21.6,1010.0,74
11.6,1016.9,59
20.6,1006.5,100
23.0,1004.1,98
10.0,1011.1,94
8.6,1019.0,62
34.4,1004.8,77
31.4,1002.6,86
17.4,1011.9,25
16.9,1010.1,26
24.6,1003.9,26
29.4,1005.3,10
33.4,1004.3,9
